EntrezID,Symbol,stat(DNAm),P(DNAm),stat(mRNA),P(mRNA),stat(Int)
ENSDARG00000020043,cnot8,0.902882644606455,0.408042553994602,-0.251239504842968,0.80162894337395,1.0565177469997
ENSDARG00000068596,cnot11,1.66246989700085,0.157402637519922,-0.418467881164653,0.675605065090373,1.9183665793765
ENSDARG00000020298,btg2,-0.858021713135383,0.430141909166413,2.43196238583384,0.015017266748758,2.34518747712475
ENSDARG00000059323,rpn1,-1.9633610265619,0.106921651345873,2.77725492002177,0.00548201649965393,3.66167612345074
ENSDARG00000058062,magt1,-0.0337489002692579,0.974385283210705,0.455761805246537,0.648561272592169,0.312451135651178
ENSDARG00000091079,si:zfos-1192g2.3,-0.538554063864676,0.613332853569761,3.20196920067525,0.00136491590732048,2.49658556975079
ENSDARG00000074331,eif4g3b,-1.52968763676289,0.186739787692446,-0.562845725668712,0.573539940614915,0
ENSDARG00000057167,eif4g2b,-3.24738183515034,0.0228159090743975,-0.850350997566161,0.395129971319983,0
ENSDARG00000055477,pelo,0.914516176588981,0.402459549168403,-0.415761412679475,0.677584597626514,1.16875783037705
ENSDARG00000028688,exosc2,-0.137694394159591,0.895863680408989,3.31522477120068,0.000915694633859521,2.16498264844264
ENSDARG00000060559,dis3,-0.790484414150061,0.46512388107076,-0.82102646055587,0.411631196309987,0
ENSDARG00000026489,khsrp,0.056172133331421,0.957383696869648,3.30268710539812,0.000957631771163021,0
ENSDARG00000017741,g3bp1,0.351651237789778,0.73945678273473,-0.995033122114931,0.319720155306994,0.960122487947459
ENSDARG00000051785,dhx33,-1.23130320933028,0.273046392849184,1.04206329459732,0.297382334784522,1.86853381152306
ENSDARG00000055443,zcchc7,-0.90347600987349,0.407756322757568,1.44240930391384,0.149186940704665,1.78552161507511
ENSDARG00000053196,mtor,2.89509538348542,0.0340499802643502,1.20894895737834,0.226682455777176,0
ENSDARG00000045542,lamtor4,-0.773676133993244,0.474149197160654,0.506917387122219,0.612212785383673,1.08366044447863
ENSDARG00000016864,farsb,1.86978845505246,0.12054167659772,0.837928596084306,0.402070807225723,0
ENSDARG00000043287,atg101,0.0508955140784194,0.961382566655377,0.717275498737196,0.473204122161273,0
ENSDARG00000091777,mapkap1,-0.944802127256057,0.388209672723335,-0.51323665227407,0.607785790219827,0
ENSDARG00000021252,cct6a,0.176088848535116,0.867144854152586,0.607664758124627,0.543409841264687,0
ENSDARG00000076943,lhfpl4b,-0.167419750583264,0.873610841849783,-1.76026424144194,0.0783630141360813,0
ENSDARG00000087205,akt3b,-0.104812946965264,0.920605429714869,-5.97600625220831,2.28674227375423e-09,0
ENSDARG00000026048,tsc1a,-0.593273390795507,0.578855675699562,-1.36847407844668,0.171163730436598,0
