EntrezID,Symbol,stat(DNAm),P(DNAm),stat(mRNA),P(mRNA),stat(Int)
ENSDARG00000038858,setd7,-2.46773255857744,0.0522238774540278,-1.58649784109369,0.11262642149061,0
ENSDARG00000068401,yap1,0.573013332766632,0.589257393352822,3.02281933818776,0.00250431701129328,0
ENSDARG00000019442,CABZ01086041.1,4.10162325593816,0.00762506823167503,-1.20039520287142,0.229985891063429,5.35055038271991
ENSDARG00000078864,lats2,-0.988058148260668,0.364548874888351,-2.28996264254371,0.0220234823278407,0
ENSDARG00000063649,tead3b,-0.405741588100598,0.700230185870261,0.865491209664093,0.386769238567093,1.30622456833492
ENSDARG00000006110,chrd,-1.57967139265672,0.169680325647702,-0.649627779182156,0.51593268476597,0
ENSDARG00000087205,akt3b,-4.06135166321845,0.00795628216391458,-5.97600625220831,2.28674227375423e-09,0
ENSDARG00000040649,prickle1a,-3.20720885058574,0.0207918776431018,-0.831847240689327,0.405495174990022,0
ENSDARG00000063230,bmp7b,1.77672152529586,0.130387656533447,0.494290602424048,0.621100961050386,0
ENSDARG00000045094,si:dkey-222b8.1,2.06182583705757,0.0890662947803496,-0.00811905963006341,0.993521998843712,2.07027314990228
ENSDARG00000035682,FP102018.1,1.32389184879826,0.237861008517715,0.417521848169148,0.676296747019907,0
ENSDARG00000040917,cbfb,-1.22101804709732,0.271790992324366,0.563719353552509,0.572945143990937,1.80752854868837
ENSDARG00000022280,brd2a,-0.714462046277349,0.504097766203791,1.30521956081029,0.191818095328566,2.07245157506152
ENSDARG00000041689,usf1,-2.58241245866732,0.0450515951352657,-0.732110769511028,0.46410096103455,0
ENSDARG00000041203,drap1,0.185773266624279,0.859277768563885,-0.857666306774534,0.391076749974632,1.07811498349815
ENSDARG00000019516,sp7,-1.93292283846732,0.10578517476547,-0.400299147963498,0.688936195439659,0
ENSDARG00000021380,ppm1db,-1.98819907520129,0.0982534757660051,-2.87317392538517,0.00406370330217192,0
ENSDARG00000003293,sox9a,0.0390751561667559,0.970208796565368,0.370308513163766,0.711152631400675,0
ENSDARG00000057918,tsc1b,-0.0662116360105569,0.94954810804928,2.07315701841044,0.0381576690070154,2.22318629916916
ENSDARG00000016496,cdk8,-0.952579521213103,0.380739719737671,-0.965814335742841,0.334137093730568,0
ENSDARG00000010434,clu,-0.519109590355522,0.623882436097803,-0.644429590172175,0.519296901713719,0
ENSDARG00000007219,actn1,-0.924394687682867,0.394004254117923,0.0784767744444657,0.937448804543793,1.00604427457856
ENSDARG00000075733,zyx,-7.82235869961532,0.00035003359774586,-2.53357175550342,0.0112906621224047,0
ENSDARG00000078335,amot,-1.26208499474752,0.25775893886357,-0.470996522442522,0.637643218279828,0
ENSDARG00000061948,amotl2b,-2.58263759322681,0.0450386028140371,-0.567536696954647,0.570349601780246,0
ENSDARG00000028082,mapkapk5,-1.49249836273656,0.190525698635966,-1.26931978316443,0.204327033278557,0
ENSDARG00000076041,wwc1,0.219504863475636,0.834168469606497,0.551277303939631,0.581443594401668,0
ENSDARG00000063309,tjp2a,-3.2197262468381,0.0204844194704756,-3.99994206809317,6.33579915433028e-05,0
ENSDARG00000058819,nog1,-0.0701010925341343,0.946589993313809,-1.68522063524138,0.0919460112345103,0
ENSDARG00000043332,prkcz,-1.64110505381839,0.156327472181533,-1.58968066461088,0.111906804198038,0
ENSDARG00000060683,lrsam1,0.291968929884823,0.780999577259709,0.118310181164591,0.905821890655551,0
